x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.148026,-0.271698,-0.986496,1.033879,36290.356978,2001-01-01 10:04:50.357 +0000
-0.147247,-0.276535,-0.943207,0.993877,36290.347182,2001-01-01 10:04:50.347 +0000
-0.099167,-0.312088,-0.864761,0.924687,36290.337386,2001-01-01 10:04:50.337 +0000
-0.043793,-0.335037,-0.742126,0.815426,36290.327590,2001-01-01 10:04:50.328 +0000
0.005585,-0.384567,-0.597595,0.710664,36290.317763,2001-01-01 10:04:50.318 +0000
0.014664,-0.396484,-0.506760,0.643599,36290.307967,2001-01-01 10:04:50.308 +0000
0.003860,-0.403717,-0.428574,0.588793,36290.298171,2001-01-01 10:04:50.298 +0000
-0.010193,-0.432205,-0.376892,0.573544,36290.288375,2001-01-01 10:04:50.288 +0000
-0.019669,-0.454468,-0.328735,0.561244,36290.278548,2001-01-01 10:04:50.279 +0000
-0.012924,-0.479446,-0.297134,0.564203,36290.268752,2001-01-01 10:04:50.269 +0000
-0.005341,-0.518219,-0.258865,0.579302,36290.258956,2001-01-01 10:04:50.259 +0000
0.005936,-0.545593,-0.209488,0.584459,36290.249160,2001-01-01 10:04:50.249 +0000
0.026596,-0.580444,-0.163040,0.603494,36290.239364,2001-01-01 10:04:50.239 +0000
0.063095,-0.613495,-0.100876,0.624926,36290.229567,2001-01-01 10:04:50.230 +0000
0.102463,-0.636780,-0.013306,0.645108,36290.219741,2001-01-01 10:04:50.220 +0000
0.128357,-0.664078,0.074707,0.680482,36290.209945,2001-01-01 10:04:50.210 +0000
0.141617,-0.683670,0.147751,0.713646,36290.200148,2001-01-01 10:04:50.200 +0000
0.145462,-0.702362,0.216980,0.749368,36290.190352,2001-01-01 10:04:50.190 +0000
0.145233,-0.727798,0.272003,0.790423,36290.180556,2001-01-01 10:04:50.181 +0000
0.158508,-0.745316,0.324219,0.828093,36290.170760,2001-01-01 10:04:50.171 +0000
0.172531,-0.773636,0.359390,0.870311,36290.160933,2001-01-01 10:04:50.161 +0000
0.193024,-0.793091,0.357117,0.890945,36290.151137,2001-01-01 10:04:50.151 +0000
0.240311,-0.813980,0.339249,0.914004,36290.141341,2001-01-01 10:04:50.141 +0000
0.279144,-0.832840,0.368301,0.952465,36290.131545,2001-01-01 10:04:50.132 +0000
0.297333,-0.836151,0.451050,0.995491,36290.121749,2001-01-01 10:04:50.122 +0000
